Score,City,X,Y,Name,Type_1,city,county,FullAddress
99.03,Mountainair,-106.2460421,34.51765275,Dollar General 24004,Combination Grocery/Other,Mountainair,TORRANCE,400 W Broadway
98.94,Mountainair,-106.3523969,34.44763685,Family Dollar 8684,Combination Grocery/Other,Mountainair,TORRANCE,402 W Hwy 60
98.91,Mountainair,-106.2391894,34.51927589,MOUNTAINAIR PRODUCE MARKET,Combination Grocery/Other,Mountainair,TORRANCE,103 E MAIN
99,Mountainair,-106.2352522,34.52166512,MOUNTAINAIR SAV-ON DRUGS,Unknown,Mountainair,TORRANCE,111 BROADWAY
99,Mountainair,-106.2352522,34.52166512,MOUNTAINAIR SAV-ON DRUGS,Unknown,Mountainair,TORRANCE,111 BROADWAY
98.91,Mountainair,-106.2405913,34.52253707,Town and Country Custom Meat Processing,Meat/Poultry Specialty,Mountainair,TORRANCE,6368 Hwy 55
98.22,Nageezi,-107.7513082,36.26313137,NAGEEZI TRADING POST,Small Grocery Store,NAGEEZI,SAN JUAN,HWY 44 & CR 7800
97.18,Nara Visa,-103.1041787,35.60469281,BELL ST MINI MART,Small Grocery Store,NARA VISA,QUAY,461A BELL ST  DR 6
88.97,Navajo,-108.930623,35.896643,Navajo Pine Market,Medium Grocery Store,Navajo,MCKINLEY,ROUTE 12
86,Navajo,-108.930623,35.896643,NAVAJO PINES SUPER MARKET,Supermarket,Navajo,MCKINLEY,NAVAJO ROUTE 12
98,Navajo,-108.930623,35.89664301,THRIFTYWAY  238,Unknown,Navajo,MCKINLEY,PO Box 1281
86.23,Pecos,-105.6646048,35.57612493,ADELO STORE,Small Grocery Store,NEW MEXICO,SAN MIGUEL,RT 2 BOX 25 PECOS
86,Newcomb,-108.705529,36.287326,NEWCOMB TRADING POST,Small Grocery Store,NEWCOMB,SAN JUAN,HWY 666 35 MI S SHIPROCK
94.4,Ocate,-105.0111884,36.17107,TONY'S GROCERY,Unknown,OCATE,MORA,RT 1 BOX 1
96.12,Ojo Caliente,-106.0513443,36.30517939,Ojo Caliente Farmer's And Rancher's Market 0,Farmers' Market,Ojo Caliente,TAOS,5 Los Banos Rd
96.22,Ojo Caliente,-106.0513443,36.30517939,Ojo Caliente Farmers' & Ranchers' Market 0,Farmers' Market,Ojo Caliente,TAOS,5 Los Banos Road
95.2,Ojo Feliz,-105.125851,36.067578,D.D. COUNTRY STORE,Small Grocery Store,Ojo Feliz,MORA,PO Box 56
98.7,Organ,-106.6030072,32.42520398,ORGAN GEN STORE,Small Grocery Store,ORGAN,DONA ANA,1000 B STREET
91,Las Vegas,-105.2694191,35.49323785,Molino De La Isla Organics LLC,Farmers' Market,Pecos,SAN MIGUEL,33 County Road B51
99.05,Pecos,-105.6856068,35.5734796,Dollar General 12875,Combination Grocery/Other,Pecos,SAN MIGUEL,275 Glorieta Highway
100,Pecos,-105.6528595,35.58002411,Family Dollar Store 7734,Combination Grocery/Other,Pecos,SAN MIGUEL,50 NM Highway 223
99.2,Pecos,-105.6809524,35.57159987,MPF Meats-produce-flowers & More,Fruits/Veg Specialty,Pecos,SAN MIGUEL,3 Camino Adres Vigil
97.65,Pecos,-105.6756131,35.57124837,Pecos Farmers Market,Farmers' Market,Pecos,SAN MIGUEL,13 Main Street
98.79,Pecos,-105.6850163,35.54473266,TOWN & COUNTRY STORE,Medium Grocery Store,Pecos,SAN MIGUEL,NM HWY 63
99.05,Pena Blanca,-106.3316357,35.58165252,"ROMERO'S MARKET, INC.",Medium Grocery Store,PENA BLANCA,SANDOVAL,723A STATE ROAD 22
94.59,Penasco,-105.6956067,36.1766697,GARCIA GENERAL STORE,Small Grocery Store,Pensaco,TAOS,RR 1-C
89.39,Penasco,-105.6956483,36.17667497,PENASCO VALLEY FOOD STORE,Small Grocery Store,Pensaco,TAOS,HWY. 75 BLDG. 15121
97.64,Vadito,-105.6835206,36.1652476,LA JICARITA BUYING CLUB,Food Buying Co-op,Pensaco,TAOS,HOUSE 34 HWY 73
96.53,Penasco,-105.6956483,36.17667497,Family Dollar 8235,Combination Grocery/Other,Pensaco,TAOS,15052 Hwy 75
98.97,Peralta,-106.6813158,34.9043021,Dulceria Y Grocery Diaz,Combination Grocery/Other,Peralta,VALENCIA,3651 New Mexico 47
100,Peralta,-106.6929931,34.82097038,Family Dollar Store 5403,Combination Grocery/Other,Peralta,VALENCIA,3550 State Highway 47
99.08,Peralta,-106.6913026,34.83908878,FBC EL PASO,Bakery Specialty,Peralta,VALENCIA,2472 Bosque Farms Blvd
98.37,Peralta,-106.6913026,34.83908878,FLOWERS THRIFT STORE #4618,Bakery Specialty,Peralta,VALENCIA,2472 Bosque Farms Blvd # 47
100,Peralta,-106.6913026,34.83908878,YOUR DAILY BREAD,Bakery Specialty,Peralta,VALENCIA,2472 Bosque Farms Blvd
95.92,Bluewater,-108.4072448,35.06456175,El Morro Valley Cooperative,Small Grocery Store,Pine Hill,CIBOLA,4019 Ice Caves Road
86,Pinehill,-108.4817189,34.9244542,Pine Hill Market,Medium Grocery Store,Pine Hill,CIBOLA,BIA RR 125 12 M S HWY 53
86,Pinehill,-108.4817189,34.9244542,Pine Hill Market,Medium Grocery Store,Pine Hill,CIBOLA,BIA RR 125 12 M S HWY 53
86,Pinehill,-108.4817189,34.9244542,Pine Hill Market,Medium Grocery Store,Pine Hill,CIBOLA,"BIA 125, 12 Miles S Rte. 53"
93.82,Gallup,-108.4368365,35.61769678,PINEDALE TRADING,Small Grocery Store,PINEDALE,MCKINLEY,35 RAINBOW TRL
93.82,Gallup,-108.4368365,35.61769678,PINEDALE TRADING,Small Grocery Store,PINEDALE,MCKINLEY,35 RAINBOW TRL
90.56,Gallup,-108.7290251,35.52873423,PINEDALE TRADING POST,Small Grocery Store,PINEDALE,MCKINLEY,HWY 11 NAVAJO RT 49
94.54,Placitas,-106.4662554,35.3173511,MOUNTAIN VIEW GROCERY,Small Grocery Store,Placitas,SANDOVAL,PO Box 556
94.54,Placitas,-106.4662554,35.3173511,MOUNTAIN VIEW GROCERY,Small Grocery Store,Placitas,SANDOVAL,PO Box 556
100,Placitas,-106.4088431,35.29945791,PLACITAS SUPERMARKET,Large Grocery Store,Placitas,SANDOVAL,221A State Highway 165
93.97,Animas,-108.5373981,31.91422409,PHELPS DODGE MERCANTILE,Supermarket,PLAYAS,HIDALGO,1 PLAZA
100,Portales,-103.331298,34.19096943,BLEVINS FARM PRODUCE,Small Grocery Store,Portales,ROOSEVELT,1300 N Chicago Ave
100,Portales,-103.334488,34.19333899,BORDEN PEANUT CO. INC.,Unknown,Portales,ROOSEVELT,620 E Lime St
100,Portales,-103.3350914,34.1800443,DOLLAR GENERAL  6288,Combination Grocery/Other,Portales,ROOSEVELT,701 S Avenue C
100,Portales,-103.3444243,34.18104571,DOLLAR GENERAL 6424,Combination Grocery/Other,Portales,ROOSEVELT,1031 W 2nd St
100,Portales,-103.3444243,34.18104571,Dollar General 11678,Combination Grocery/Other,Portales,ROOSEVELT,1015 W 2nd St
100,Portales,-103.345787,34.18128824,Dollar Tree 5427,Combination Grocery/Other,Portales,ROOSEVELT,1110 W 1st St
100,Portales,-103.3347666,34.17371932,Family Dollar Store 2798,Combination Grocery/Other,Portales,ROOSEVELT,1601 S Avenue D
100,Portales,-103.3360885,34.1714315,Farmers Country Market 14,Super Store,Portales,ROOSEVELT,501 W 18th St
100,Portales,-103.345787,34.18128824,FOODTOWN/WESTERN SUPER MARKET INC,Supermarket,Portales,ROOSEVELT,1110 W 1st St
100,Portales,-103.3347901,34.178351,FURR'S SUPERMARKETS  902,Supermarket,Portales,ROOSEVELT,1300 S Avenue D
100,Portales,-103.337999,34.1858195,G & H DISCOUNT STORE,Meat/Poultry Specialty,Portales,ROOSEVELT,118 S Avenue A
100,Portales,-103.3350102,34.17122351,Heart Healthy Foods,Small Grocery Store,Portales,ROOSEVELT,1817 S Avenue D
97.01,Portales,-103.331298,34.19096943,HIGHWAY 70 PRODUCE,Fruits/Veg Specialty,Portales,ROOSEVELT,1600 NO CHICAGO
100,Portales,-103.3360885,34.1714315,HINTONS PORTALES IGA,Supermarket,Portales,ROOSEVELT,501 W 18th St
100,Portales,-103.345787,34.18128824,LA TIENDA PORTALES,Supermarket,Portales,ROOSEVELT,1110 W 1st St
100,Portales,-103.3375441,34.182382,Papa Murphy's Take 'N' Bake Pizza,Bakery Specialty,Portales,ROOSEVELT,421 S Avenue C
98.94,Portales,-103.3368352,34.18171501,Papa Murphy's Take And Bake NM026,Bakery Specialty,Portales,ROOSEVELT,421 S Avenue C
100,Portales,-103.3241703,34.18453061,PEANUT VALLEY CO-OP,Food Buying Co-op,Portales,ROOSEVELT,1225 Gemini Cir
99.13,Portales,-103.339108,34.185366,Portales Farmers' Market,Farmers' Market,Portales,ROOSEVELT,First Street And Avenue B
100,Portales,-103.3331442,34.18706176,QUALITY SALES OF PORTALES INC,Combination Grocery/Other,Portales,ROOSEVELT,612 E 2nd St
100,Portales,-103.337999,34.1858195,RON'S DISCOUNT,Small Grocery Store,Portales,ROOSEVELT,118 S Avenue A
100,Portales,-103.2870875,34.22424828,SPR Custom Processing,Meat/Poultry Specialty,Portales,ROOSEVELT,42707 US Highway 70
100,Portales,-103.2870875,34.22424828,Spr Custom Processing,Meat/Poultry Specialty,Portales,ROOSEVELT,42707 US Highway 70
100,Portales,-103.3360885,34.1714315,SUPER SAVE DISCOUNT FOODS # 101,Super Store,Portales,ROOSEVELT,501 W 18th St
100,Portales,-103.3347901,34.178351,SUPER SAVE DISCOUNT FOODS #101,Supermarket,Portales,ROOSEVELT,1301 S Ave D
100,Portales,-103.337999,34.1858195,TILU DISCOUNT,Unknown,Portales,ROOSEVELT,118 S Avenue A
100,Portales,-103.337999,34.1858195,TILU DISCOUNT,Unknown,Portales,ROOSEVELT,118 S Avenue A
100,Portales,-103.3478745,34.18054043,TORTILLERIA MENDOZA,Combination Grocery/Other,Portales,ROOSEVELT,805 W 2nd St
100,Portales,-103.3360885,34.1714315,VAN WINKLE'S SUPERMARKET INC.,Supermarket,Portales,ROOSEVELT,501 W 18th St
100,Portales,-103.3183953,34.20079601,Walmart  2653,Super Store,Portales,ROOSEVELT,1604 E Spruce St
88.41,Prewitt,-108.0859271,35.3645413,BLUEWATER LAKE CONCESS,Combination Grocery/Other,PREWITT,CIBOLA,LAKE RT BOX 3307
95.29,Cubero,-107.5660469,35.07425229,ACOMA COMMERCIAL CENTER,Super Store,PUEBLO OF ACOMA,CIBOLA,EXIT 102 & I-40
97.66,Quemado,-108.7709359,34.25536806,THE COUNTRY STORE,Small Grocery Store,QUEMADO,CATRON,3443 W HWY 60
98.79,Questa,-105.587424,36.7767264,Dollar General 21400,Combination Grocery/Other,Questa,TAOS,2419 State Hwy 522
98.54,Questa,-105.587424,36.7767264,Family Dollar Store 7652,Combination Grocery/Other,Questa,TAOS,2339 Hwy 522
96.82,Questa,-105.6008981,36.69709115,QUESTA CENTER SUPERMARKET,Medium Grocery Store,Questa,TAOS,5 SUPERMARKET RD
96.82,Questa,-105.6008981,36.69709115,QUESTA CENTER SUPERMARKET,Medium Grocery Store,Questa,TAOS,5 SUPERMARKET RD
95.57,Questa,-105.5957276,36.70420179,Questa Farmers Market,Farmers' Market,Questa,TAOS,HWY 38 Junction Of Hwy 38 And 522
98.48,Questa,-105.5830676,36.70460769,"Questa Farmers Market, Program Of Localogy",Farmers' Market,Questa,TAOS,1 Hwy 38
97,Questa,-105.587424,36.7767264,RAEL'S GROC GEN MERCH STORE,Small Grocery Store,Questa,TAOS,3034 STATE HIGHWAY #522
95.92,Las Cruces,-106.91243,32.48855986,COUNTRY CUPBORD AND COUNTRY STORE,Small Grocery Store,RADIUM SPRINGS,DONA ANA,827 FORT SELDON RD
90.45,Ramah,-108.4681992,35.11239026,El Morro Feed And Seed,Small Grocery Store,Ramah,MCKINLEY,4019 Ice Caves Road
89.84,Ramah,-108.4681992,35.11239026,El Morro Market,Small Grocery Store,Ramah,MCKINLEY,4019 Ice Caves Rd
90,Ramah,-108.5007962,35.13326424,DEW-GLO GIFT AND MARKET,Small Grocery Store,Ramah,MCKINLEY,3371 BOND STREET ALSO HWY 53
100,Ramah,-108.5007962,35.13326424,"El Morro Market, Llc",Small Grocery Store,Ramah,MCKINLEY,3347 Bond St
98.87,Ramah,-108.5007962,35.13326424,Family Dollar Store 10325,Combination Grocery/Other,Ramah,MCKINLEY,3279 State Hwy 53
96.83,Ramah,-108.496176,35.13384349,Ramah Farmers Market,Farmers' Market,Ramah,MCKINLEY,12 Bloomfield
90,Ranchos de Taos,-105.6136927,36.3538557,TAOS THRIFTY BREADBOX,Small Grocery Store,RANCHOS DE TAOS,TAOS,7276 TALPA RD.
99,Ranchos de Taos,-105.5756837,36.26087989,CHACONS AYE PA PA JULIAN,Combination Grocery/Other,RANCHOS DE TAOS,TAOS,STATE RD 518
99.17,Ranchos de Taos,-105.6813283,36.33059881,EL RANCHO MARKET,Unknown,RANCHOS DE TAOS,TAOS,1807 PASEO DEL PUEBLO SUR
99.05,Ranchos de Taos,-105.5756837,36.26087989,RANCHOS/TALPA GENERAL STORE,Small Grocery Store,RANCHOS DE TAOS,TAOS,STATE ROAD 518
100,Raton,-104.4407745,36.902975,APOLLO GROCERY,Combination Grocery/Other,Raton,COLFAX,100 N 3rd St
100,Raton,-104.4406531,36.89037698,CITY MARKET,Supermarket,Raton,COLFAX,907 S 2nd St
100,Raton,-104.4402453,36.88781651,DOLLAR GENERAL 6302,Combination Grocery/Other,Raton,COLFAX,1101 S 2nd St
100,Raton,-104.4400284,36.88215955,Family Dollar Store 2889,Combination Grocery/Other,Raton,COLFAX,1249 S 2nd St
100,Raton,-104.4449829,36.88358724,High Country Meats,Meat/Poultry Specialty,Raton,COLFAX,340 Colfax Ave
100,Raton,-104.4400284,36.88215955,Kmart 9238,Super Store,Raton,COLFAX,1235 S 2nd St
100,Raton,-104.441888,36.9025708,LEROYS GROCERY,Small Grocery Store,Raton,COLFAX,304 Park Ave
100,Raton,-104.4262389,36.90050421,LITTLE E'S SUPERAMA,Medium Grocery Store,Raton,COLFAX,333 E Cook Ave
100,Raton,-104.4400284,36.88215955,LOWE'S SUPER SAVE #53 53,Super Store,Raton,COLFAX,1265 S 2nd St
100,Raton,-104.4387559,36.90106361,Mountain Pass Market,Small Grocery Store,Raton,COLFAX,127 Cook Ave
100,Raton,-104.4370475,36.90730949,PLAZA SUPER MARKET,Supermarket,Raton,COLFAX,501 N 1st St
100,Raton,-104.4370475,36.90730949,PLAZA SUPERMARKET,Supermarket,Raton,COLFAX,501 N 1st St
100,Raton,-104.4383125,36.90155251,"Ramel Family Farms, Llc",Fruits/Veg Specialty,Raton,COLFAX,132 S 1st St
100,Raton,-104.4402266,36.88704451,ROMERO PRODUCE,Fruits/Veg Specialty,Raton,COLFAX,1144 S 2nd St
100,Raton,-104.4341026,36.90676129,Springer Super Market,Medium Grocery Store,Raton,COLFAX,311 E Maxwell Ave
100,Raton,-104.4400284,36.88215955,SUPER SAVE DISCOUNT FOODS # 103,Super Store,Raton,COLFAX,1265 S 2nd St
100,Raton,-104.440961,36.90190949,THE LITTLE STORE,Meat/Poultry Specialty,Raton,COLFAX,100 S 3rd St
99.52,Raton,-104.4304055,36.8965535,ULIBARRI GROCERY,Small Grocery Store,Raton,COLFAX,244 3rd Ave
98.7,Red River,-105.4174442,36.71105693,DER MARKT FOOD STORE,Supermarket,Red River,TAOS,307 W Main St
98.87,Reserve,-108.7578885,33.70912957,Jakes General Merchandise Inc,Medium Grocery Store,Reserve,CATRON,106 Main Street
98.87,Reserve,-108.7578885,33.70912957,Jakes General Merchandise Inc,Medium Grocery Store,Reserve,CATRON,106 Main Street
96,Reserve,-108.759209,33.71230199,KID'S MARKET,Small Grocery Store,Reserve,CATRON,HC 62 Box 1B
98.4,Reserve,-108.7592892,33.712027,LANEY MERCANTILE,Small Grocery Store,Reserve,CATRON,HCR 62 NULL
92.61,Reserve,-108.7645238,33.69473318,RANCHO DE FRISCO STORE,Small Grocery Store,Reserve,CATRON,101 KIEHNE
98.91,Reserve,-108.8599268,33.68388367,THE ENCHANTED PANTRY & EXCHANGE,Small Grocery Store,Reserve,CATRON,1 LAKESHORE DR
94.44,Ribera,-105.4489602,35.3736451,BEN'S MINI MART,Meat/Poultry Specialty,Ribera,SAN MIGUEL,PO Box 577
96.4,Ribera,-105.445233,35.39649177,El Valle Farmer's Market,Farmers' Market,Ribera,SAN MIGUEL,1 State Hwy 3 Sunshine Station
98.94,Ribera,-105.3933764,35.30660242,El Valle Farmers' Market,Farmers' Market,Ribera,SAN MIGUEL,State Road 3
98.7,Ribera,-105.3933764,35.30660242,El Valle Market,Farmers' Market,Ribera,SAN MIGUEL,203 Hwy 3
96.6,Ribera,-105.4489602,35.3736451,SUNSHINE GROCERY,Unknown,Ribera,SAN MIGUEL,BOX 3B
100,Rio Rancho,-106.6623095,35.21781554,RALEY'S 806,Supermarket,Rio Rancho,BERNALILLO,1660 Rio Rancho Dr SE
85.2,Rio Rancho,-106.686006,35.247884,GARDEN FRESH FRUIT MARKET,Fruits/Veg Specialty,Rio Rancho,BERNALILLO,2003 SOUTHERN BLVD
99.22,Rio Rancho,-106.5791327,35.32351635,ALBERTSON'S 923,Supermarket,Rio Rancho,SANDOVAL,7800 Enchanted Hills Blvd NE
100,Rio Rancho,-106.719157,35.24153546,ALBERTSON'S 912,Supermarket,Rio Rancho,SANDOVAL,3301 Southern Blvd SE
100,Rio Rancho,-106.6531653,35.25412317,Albertsons 903,Supermarket,Rio Rancho,SANDOVAL,4300 Ridgecrest Dr SE
100,Rio Rancho,-106.6579513,35.23339208,ALBERTSONS #920,Supermarket,Rio Rancho,SANDOVAL,1660 Rio Rancho Dr SE
100,Rio Rancho,-106.6579513,35.23339208,BIG KMART  3551,Combination Grocery/Other,Rio Rancho,SANDOVAL,1640 Rio Rancho Dr SE
100,Rio Rancho,-106.6578488,35.23376806,Big Lots 1927,Combination Grocery/Other,Rio Rancho,SANDOVAL,1660 Rio Rancho Dr SE
100,Rio Rancho,-106.6578488,35.23376806,Bimbo Bakeries 9132,Bakery Specialty,Rio Rancho,SANDOVAL,1658 Rio Rancho Dr SE
99,Rio Rancho,-106.6342576,35.26183437,CVS/ PHARMACY INC 7552,Combination Grocery/Other,Rio Rancho,SANDOVAL,1001 NM HWY 528 SE
100,Rio Rancho,-106.719157,35.24153546,DOLLAR GENERAL 10614,Combination Grocery/Other,Rio Rancho,SANDOVAL,3301 Southern Blvd SE
98.94,Rio Rancho,-106.7182666,35.2846257,DOLLAR GENERAL 18690,Combination Grocery/Other,Rio Rancho,SANDOVAL,1801 Pine Rd NE
100,Rio Rancho,-106.719157,35.24153546,Dollar Tree 2823,Combination Grocery/Other,Rio Rancho,SANDOVAL,2003 Southern Blvd SE
96.31,Rio Rancho,-106.57308,35.32813722,Dollar Tree 3690,Combination Grocery/Other,Rio Rancho,SANDOVAL,4405 Jager
100,Rio Rancho,-106.6566095,35.23812727,Dollartree 5555,Combination Grocery/Other,Rio Rancho,SANDOVAL,1320 Rio Rancho Dr SE
100,Rio Rancho,-106.719157,35.24153546,El Comal Market,Small Grocery Store,Rio Rancho,SANDOVAL,2003 Southern Blvd SE
100,Rio Rancho,-106.719157,35.24153546,El Mezquite Market Rio Rancho Llc,Super Store,Rio Rancho,SANDOVAL,2003 Southern Blvd SE
100,Rio Rancho,-106.719157,35.24153546,El Paisano Market,Medium Grocery Store,Rio Rancho,SANDOVAL,2003 Southern Blvd SE
99.03,Rio Rancho,-106.6568899,35.23487114,FLOWERS THRIFT #4615,Unknown,Rio Rancho,SANDOVAL,1520 DEBORAH RD. SE
100,Rio Rancho,-106.6541692,35.23518748,Four Winds Behavioral Health,Small Grocery Store,Rio Rancho,SANDOVAL,4100 Barbara Loop SE
97.9,Rio Rancho,-106.719157,35.24153546,FURRS  881,Supermarket,Rio Rancho,SANDOVAL,3301 SOUTHERN BLVD
95.33,Rio Rancho,-106.5791327,35.32351635,FURRS  812,Supermarket,Rio Rancho,SANDOVAL,7800 ENCHANTED HILLS BLVD NE
95.63,Rio Rancho,-106.719157,35.24153546,GARDEN FRESH FRUIT MKT.,Large Grocery Store,Rio Rancho,SANDOVAL,2003 Southern Blvd SE Ste 116
100,Rio Rancho,-106.7010289,35.2846795,NORTH HILLS MINI MART,Small Grocery Store,Rio Rancho,SANDOVAL,1504 Cherry Rd NE
100,Rio Rancho,-106.7010289,35.2846795,NORTH HILLS MINI MART,Small Grocery Store,Rio Rancho,SANDOVAL,1504 Cherry Rd NE
100,Rio Rancho,-106.719157,35.24153546,Paisano Inc.,Medium Grocery Store,Rio Rancho,SANDOVAL,2003 Southern Blvd SE
98.09,Rio Rancho,-106.719157,35.24153546,Panaderia Nissi 2,Bakery Specialty,Rio Rancho,SANDOVAL,2345 Southern Boulevard
100,Rio Rancho,-106.5791327,35.32351635,Papa Murphy's NM035,Bakery Specialty,Rio Rancho,SANDOVAL,7820 Enchanted Hills Blvd Ne
100,Rio Rancho,-106.7141105,35.22358069,Papa Murphy's Pizza NM031,Bakery Specialty,Rio Rancho,SANDOVAL,1121 Unser Blvd SE
100,Rio Rancho,-106.5791327,35.32351635,Papa Murphys NM035,Bakery Specialty,Rio Rancho,SANDOVAL,7820 Enchanted Hills Blvd NE
100,Rio Rancho,-106.6561019,35.2399443,PAPA MURPHYS PIZZA NM018,Medium Grocery Store,Rio Rancho,SANDOVAL,1000 Rio Rancho Dr SE
100,Rio Rancho,-106.6855732,35.2416055,RAINBO BAKERY STORE  6,Bakery Specialty,Rio Rancho,SANDOVAL,2501 Southern Blvd SE
95.23,Rio Rancho,-106.5791327,35.32351635,RALEY'S 812,Super Store,Rio Rancho,SANDOVAL,7800 ENCHANTED HILL BLVD NE
99.1,Rio Rancho,-106.719157,35.24153546,RALEYS 810,Super Store,Rio Rancho,SANDOVAL,3301 SOUTHERN BLVD SE
99.52,Rio Rancho,-106.6855732,35.2416055,Rio Rancho Fruits n Veggies,Fruits/Veg Specialty,Rio Rancho,SANDOVAL,2501 Southern Blvd
100,Rio Rancho,-106.6939169,35.24160505,RIO RANCHO MEATS,Medium Grocery Store,Rio Rancho,SANDOVAL,2114 Southern Blvd SE
100,Rio Rancho,-106.6968337,35.2488989,RIO RANCHO NORTH CHEVRON 300,Combination Grocery/Other,Rio Rancho,SANDOVAL,580 Unser Blvd SE
100,Rio Rancho,-106.6561019,35.2399443,SMITHS 413,Super Store,Rio Rancho,SANDOVAL,1000 Rio Rancho Dr SE
100,Rio Rancho,-106.652385,35.25180792,Target Store 1117,Super Store,Rio Rancho,SANDOVAL,4225 Crestview Dr SE
100,Rio Rancho,-106.6342576,35.26183437,Vitamin Cottage Natural Food Markets Inc U037,Supermarket,Rio Rancho,SANDOVAL,921 NM Highway 528 SE
100,Rio Rancho,-106.719157,35.24153546,Walgreens 5158,Combination Grocery/Other,Rio Rancho,SANDOVAL,4051 Southern Blvd SE
100,Rio Rancho,-106.69746,35.24166565,Walgreens 4187,Combination Grocery/Other,Rio Rancho,SANDOVAL,1941 Southern Blvd SE
100,Rio Rancho,-106.5763419,35.32200567,Walgreens 5732,Combination Grocery/Other,Rio Rancho,SANDOVAL,7850 Enchanted Hills Blvd NE
100,Rio Rancho,-106.694979,35.27442554,Walgreens 12270,Combination Grocery/Other,Rio Rancho,SANDOVAL,2101 Northern Blvd NE
99.1,Rio Rancho,-106.6342576,35.26183437,Walmart Neighborhood Market 3517,Super Store,Rio Rancho,SANDOVAL,1115 NM Highway 528 SE
100,Rio Rancho,-106.7141105,35.22358069,Walmart SUPERCENTER 3732,Super Store,Rio Rancho,SANDOVAL,901 Unser Blvd SE
91.03,Rociada,-105.4030772,35.8424754,PENDARIES LODGE INC,Combination Grocery/Other,ROCIADA,SAN MIGUEL,2 PARK PLACE HWY 105
97.71,Roswell,-104.553033,33.62912703,COMIDAS DE ROSEWELL NUEVO,Small Grocery Store,Roswell,CHAVES,300 N MAIN
100,Roswell,-104.5215005,33.42323286,3C MEATS,Meat/Poultry Specialty,Roswell,CHAVES,115 E Country Club Rd
100,Roswell,-104.5353655,33.39420855,Albertson Market 691,Supermarket,Roswell,CHAVES,900 W 2nd St
100,Roswell,-104.5227944,33.38055886,ALBERTSONS  908,Supermarket,Roswell,CHAVES,1110 S Main St
100,Roswell,-104.5227944,33.38055886,ALBERTSONS 690,Supermarket,Roswell,CHAVES,1110 S Main St
96.5,Roswell,-104.522795,33.3808844,ALLSUPS 155,Combination Grocery/Other,Roswell,CHAVES,6111 S Main St
96.5,Roswell,-104.522795,33.3808844,Asian Market,Combination Grocery/Other,Roswell,CHAVES,5702 S Main St
96.5,Roswell,-104.522795,33.3808844,Asian Market,Combination Grocery/Other,Roswell,CHAVES,5702 S Main St
100,Roswell,-104.5229899,33.42065569,Big Lots 1908,Combination Grocery/Other,Roswell,CHAVES,2315 N Main St
100,Roswell,-104.523154,33.37357451,CARA BLANCA MEAT MARKET,Medium Grocery Store,Roswell,CHAVES,1606 S Main St
100,Roswell,-104.523154,33.37357451,CARA BLANCA MEAT MARKET,Medium Grocery Store,Roswell,CHAVES,1606 S Main St
100,Roswell,-104.523154,33.37357451,CARNICERIA RODEO,Meat/Poultry Specialty,Roswell,CHAVES,1600 S Main St
100,Roswell,-104.523154,33.37357451,CARNICERIA RODEO,Meat/Poultry Specialty,Roswell,CHAVES,1600 S Main St
100,Roswell,-104.536113,33.40045399,CVS Pharmacy 11332,Combination Grocery/Other,Roswell,CHAVES,700 N Union Ave
100,Roswell,-104.5360705,33.39145547,D & D DISCOUNT,Combination Grocery/Other,Roswell,CHAVES,211 S Union Ave
98.75,Roswell,-104.522795,33.3808844,DOLLAR GENERAL 6297,Combination Grocery/Other,Roswell,CHAVES,1012 S Main St
100,Roswell,-104.5231156,33.42796177,DOLLAR GENERAL 6308,Combination Grocery/Other,Roswell,CHAVES,2712 N Main St
100,Roswell,-104.5359417,33.3707824,Dollar General 6868,Combination Grocery/Other,Roswell,CHAVES,1706 S Union Ave
98.75,Roswell,-104.522795,33.3808844,Dollar General 11830,Combination Grocery/Other,Roswell,CHAVES,5829 S Main St
100,Roswell,-104.5493911,33.39405228,Dollar General 13268,Combination Grocery/Other,Roswell,CHAVES,1706 W 2nd St
96.5,Roswell,-104.6454469,33.95590863,DOLLAR TREE 2736,Combination Grocery/Other,Roswell,CHAVES,4511 N Main St
100,Roswell,-104.5231382,33.37148594,Dollar Tree 5044,Combination Grocery/Other,Roswell,CHAVES,1700 S Main St
100,Roswell,-104.5173605,33.3857215,DURANS GROCERY,Small Grocery Store,Roswell,CHAVES,412 E Deming St
100,Roswell,-104.5356296,33.37968941,DURBS FRUIT MARKET,Medium Grocery Store,Roswell,CHAVES,905 W McGaffey St
100,Roswell,-104.5235744,33.39313261,EL TORO BRAVO BAKERY,Combination Grocery/Other,Roswell,CHAVES,102 W 1st St
96.5,Roswell,-104.522795,33.3808844,Family Dollar 13828,Combination Grocery/Other,Roswell,CHAVES,6101 S Main St
96.48,Roswell,-104.522795,33.3808844,Family Dollar Store 2546,Combination Grocery/Other,Roswell,CHAVES,1010 S Main
100,Roswell,-104.5562899,33.39405921,Family Dollar Store 6183,Combination Grocery/Other,Roswell,CHAVES,2212 W 2nd St
100,Roswell,-104.6454469,33.95590863,Family Dollar Store 4366,Combination Grocery/Other,Roswell,CHAVES,2801 N Main St
100,Roswell,-104.2510463,33.41336925,Family Dollar Store 11070,Combination Grocery/Other,Roswell,CHAVES,909 E 2nd St
100,Roswell,-104.5127896,33.39419068,FARMERS COUNTRY MARKET 1,Supermarket,Roswell,CHAVES,600 E 2nd St
98.75,Roswell,-104.6454469,33.95590863,Farmers Country Market 5,Super Store,Roswell,CHAVES,2800 N Main St
